text,category,emotion,urgency
社区宠物医院急诊抢救设备齐全先进，救治能力强,医疗卫生,表扬,高
社区水果店果品采购渠道正规可靠，质量保证,民生服务,表扬,低
社区菜市场公平交易监督到位，维护权益,民生服务,表扬,低
社区KTV消费环境安全管理规范，设施完好,安全治理,表扬,低
社区药店药品储存条件控制严格规范，质量保障,医疗卫生,表扬,低
社区烧烤店油烟净化设备清洗维护及时，排放达标,环境卫生,表扬,低
社区银行金融服务专业全面，产品丰富,社区治理,表扬,低
社区理发店发型设计专业个性，满足需求,民生服务,表扬,低
社区超市自助收银系统稳定可靠，效率提升,安全治理,表扬,低
社区洗衣店取件提醒服务多样化贴心，避免超时,民生服务,表扬,低
社区咖啡厅环境安静舒适专业，体验良好,民生服务,表扬,低
社区美容院客户信息保护严格规范，隐私安全,安全治理,表扬,低
社区书店文化生活策划专业创新，参与积极,文化生活,表扬,低
社区水果店线上商城运营规范高效，配送及时,民生服务,表扬,低
社区健身房团课内容丰富多样专业，满足需求,文化生活,表扬,低
社区网吧电脑配置高端专业，体验流畅,安全治理,表扬,低
社区邮政包裹投递准确可靠，满意度高,民生服务,表扬,低
社区餐饮店外卖配送保温专业及时，品质保持,民生服务,表扬,低
社区移动公司客户服务热线畅通专业，问题解决,社区治理,表扬,低
社区便利店商品质量把控严格规范，真品保障,民生服务,表扬,低
社区供电公司智能电表运行稳定准确，计量公正,安全治理,表扬,低
社区宠物医院医疗团队专业经验丰富，水平高超,医疗卫生,表扬,低
社区水果店果品包装环保创新，绿色理念,环境卫生,表扬,低
社区菜市场商户诚信经营规范，权益保障,民生服务,表扬,低
社区KTV音响效果调试专业精准，体验优越,文化生活,表扬,低
社区药店中药质量把控严格专业，炮制规范,医疗卫生,表扬,低
社区烧烤店特色菜品研发创新不断，口味独特,民生服务,表扬,低
社区银行贵宾服务专业周到，体验优越,社区治理,表扬,低
社区理发店儿童理发区安全舒适专业，家长放心,安全治理,表扬,低
社区超市促销活动真实惠让利，消费者受益,民生服务,表扬,低
社区洗衣店特殊污渍处理技术专业高效，去污力强,民生服务,表扬,低
社区咖啡厅手冲咖啡技艺精湛稳定，品质保证,民生服务,表扬,低
社区美容院美容师持续培训提升，技术精湛,医疗卫生,表扬,低
社区书店作者交流活动频繁深入，文化传播,文化生活,表扬,低
社区水果店果切服务专业便捷，体验良好,民生服务,表扬,低
社区健身房私教课程个性化专业，效果显著,民生服务,表扬,低
社区网吧禁烟管理严格规范，环境清新,环境卫生,表扬,低
社区邮政快递包装回收利用积极，环保践行,环境卫生,表扬,低
社区餐饮店厨房卫生管理规范严格，安全可靠,医疗卫生,表扬,低
社区移动公司5G网络优化维护及时，体验优越,安全治理,表扬,低
社区便利店热食种类创新丰富，需求满足,民生服务,表扬,低
社区供电公司故障预警及时准确，维护预防,安全治理,表扬,中
社区宠物医院住院部管理规范专业，护理周到,医疗卫生,表扬,低
社区水果店进口水果检疫证明齐全规范，安全可靠,医疗卫生,表扬,低
社区菜市场食品安全检测严格规范，健康保障,医疗卫生,表扬,低
社区KTV酒水供应商资质审核严格规范，质量保证,民生服务,表扬,低
社区药店处方药管理规范严格，安全用药,医疗卫生,表扬,低
社区烧烤店炭火质量把控严格规范，环保达标,环境卫生,表扬,低
社区银行残障人士服务设施完善专业，关怀到位,社区治理,表扬,低
社区理发店消毒记录完整规范，卫生可靠,医疗卫生,表扬,低
社区超市生鲜检测报告公示及时透明，信息可靠,医疗卫生,表扬,低
社区洗衣店取件流程优化简化，体验提升,民生服务,表扬,低
社区咖啡厅电源插座布局合理充足，使用方便,安全治理,表扬,低
社区美容院产品进货渠道正规可靠，质量保证,民生服务,表扬,低
社区书店阅读推荐精准专业个性，体验优越,文化生活,表扬,低
社区水果店果篮定制服务专业贴心，需求满足,民生服务,表扬,低
社区健身房更衣室管理规范严格，环境优良,环境卫生,表扬,低
社区网吧未成年人禁入执行严格规范，管理到位,安全治理,表扬,低
社区邮政国际包裹服务专业高效可靠，清关顺利,民生服务,表扬,低
社区餐饮店菜品研发创新不断，口味多样,民生服务,表扬,低
社区移动公司宽带安装服务专业及时，网络稳定,安全治理,表扬,低
社区便利店热食供应稳定可靠，品质可控,民生服务,表扬,低
社区供电公司电费缴纳渠道多样便捷，效率提升,社区治理,表扬,低
社区宠物医院急诊响应迅速专业，救治及时,医疗卫生,表扬,高
社区水果店会员积分制度合理有效，粘性增强,民生服务,表扬,低
社区菜市场交易秩序良好规范，公平交易,民生服务,表扬,低
社区KTV消防安全管理规范严格，应急到位,安全治理,表扬,低
社区药店药品储存条件控制严格规范，质量可靠,医疗卫生,表扬,低
社区烧烤店员工健康管理规范严格，持证上岗,医疗卫生,表扬,低
社区银行理财产品信息披露透明规范，风险提示,社区治理,表扬,低
社区理发店预约管理科学合理，等待减少,民生服务,表扬,低
社区超市商品陈列科学合理规范，体验舒适,民生服务,表扬,低
社区洗衣店取件流程便捷高效优化，时间节省,民生服务,表扬,低
社区咖啡厅背景音乐选择恰当专业，氛围舒适,社区治理,表扬,低
社区美容院客户隐私保护措施完善严格，信息安全,安全治理,表扬,低
社区书店文化交流活动丰富深入，和谐促进,文化生活,表扬,低
社区水果店果品溯源系统完善可靠，质量可溯,民生服务,表扬,低
社区健身房通风系统运行良好专业，空气优质,环境卫生,表扬,低
社区网吧实名登记管理严格规范，经营规范,安全治理,表扬,低
社区邮政包裹投递时效稳定可靠，服务优质,民生服务,表扬,低
社区餐饮店外卖服务专业及时准确，配送可靠,民生服务,表扬,低
社区移动公司投诉处理机制完善有效，客户满意,社区治理,表扬,低
社区便利店商品保质期管理严格规范，质量保障,民生服务,表扬,低
社区供电公司用电安全宣传深入有效，事故预防,安全治理,表扬,低
社区宠物医院医疗设备维护及时专业，运行稳定,医疗卫生,表扬,低
社区水果店退换货政策合理公正，权益保障,民生服务,表扬,低
社区菜市场垃圾分类执行到位规范，环境优良,环境卫生,表扬,低
社区KTV消费明细清晰透明规范，无隐性收费,民生服务,表扬,低
社区药店用药指导专业细致耐心，错误避免,医疗卫生,表扬,低
社区烧烤店食材采购质量控制严格规范，新鲜保证,医疗卫生,表扬,低
社区银行自助设备维护保养及时专业，运行稳定,安全治理,表扬,低
社区理发店儿童娱乐区安全管理到位专业，家长安心,安全治理,表扬,低
社区超市价格管理规范严格，欺诈杜绝,民生服务,表扬,低
社区洗衣店特殊污渍处理技术专业高效，效果显著,民生服务,表扬,低
社区咖啡厅食品安全管理制度完善严格，执行到位,医疗卫生,表扬,低
社区美容院消毒隔离措施严格执行规范，感染预防,医疗卫生,表扬,低
社区书店阅读活动组织专业有序，参与积极,文化生活,表扬,低
社区水果店配送服务高效及时可靠，新鲜送达,民生服务,表扬,低
社区健身房安全警示标识清晰明确规范，事故预防,安全治理,表扬,低
社区网吧环境卫生维护及时专业，整洁舒适,环境卫生,表扬,低
社区邮政包裹查询系统便捷准确可靠，信息透明,民生服务,表扬,低
社区餐饮店员工服务培训到位专业，礼貌待客,民生服务,表扬,低
社区移动公司信号维护及时专业，质量稳定,安全治理,表扬,中
社区便利店热食保温设备运行良好可靠，品质稳定,民生服务,表扬,低
社区供电公司用电咨询服务专业耐心，解答到位,社区治理,表扬,低
社区宠物医院术后关怀到位及时，回访专业,医疗卫生,表扬,低
社区水果店果品包装精美环保创新，品质提升,民生服务,表扬,低
社区菜市场商户经营管理规范严格，证照齐全,民生服务,表扬,低
社区KTV音响设备维护专业规范，音质稳定,安全治理,表扬,低
社区药店药品价格管理规范透明，公正合理,医疗卫生,表扬,低
社区烧烤店排烟系统维护到位专业，环保达标,环境卫生,表扬,低
社区银行电子银行服务便捷高效可靠，体验良好,社区治理,表扬,低
社区理发店预约提醒服务贴心及时，遗忘避免,民生服务,表扬,低
社区超市商品补货及时准确规范，货架充足,民生服务,表扬,低
社区洗衣店取件流程简化优化专业，效率提升,民生服务,表扬,低
社区咖啡厅环境设计专业优雅，氛围舒适,民生服务,表扬,低
社区美容院产品试用服务到位专业，体验良好,民生服务,表扬,低
社区书店新书推荐及时准确专业，需求满足,文化生活,表扬,低
社区水果店果品保鲜技术先进可靠，品质稳定,民生服务,表扬,低
社区健身房团课预约系统稳定可靠专业，操作简便,安全治理,表扬,低
社区网吧电脑维护保养专业规范，运行流畅,安全治理,表扬,低
社区邮政包裹保管安全可靠专业，无丢失损坏,安全治理,表扬,低
社区餐饮店外卖保温措施到位专业，品质保持,民生服务,表扬,低
社区移动公司业务办理流程优化简化，效率提升,社区治理,表扬,低
社区便利店商品陈列科学合理规范，便于选购,民生服务,表扬,低
社区供电公司用电安全检查定期规范，隐患排除,安全治理,表扬,低
社区宠物医院医疗废物处理规范专业严格，环保达标,环境卫生,表扬,低
社区水果店果品质量检测严格规范，安全可靠,医疗卫生,表扬,低
社区菜市场卫生管理制度完善执行到位，环境整洁,环境卫生,表扬,低
社区KTV消防演练定期规范开展专业，应急能力提升,安全治理,表扬,低
社区药店处方审核严格专业规范，用药安全,医疗卫生,表扬,低
社区烧烤店员工培训系统专业规范，服务优质,民生服务,表扬,低
社区银行无障碍服务完善到位专业，便利特殊群体,社区治理,表扬,低
社区理发店消毒管理规范严格专业，卫生达标,医疗卫生,表扬,低
社区超市商品价格调整及时合理规范，市场反应,民生服务,表扬,低
社区洗衣店特殊面料处理经验丰富专业可靠，技术精湛,民生服务,表扬,低
社区咖啡厅咖啡豆供应链透明可靠专业，品质保证,民生服务,表扬,低
社区美容院美容仪器校准维护及时专业，效果稳定,医疗卫生,表扬,低
社区书店阅读活动形式多样创新专业，吸引力强,文化生活,表扬,低
社区水果店会员服务体系完善贴心，服务优质,民生服务,表扬,低
社区健身房空气质量监测定期规范专业，环境健康,环境卫生,表扬,低
社区网吧实名认证管理严格规范专业，执行到位,安全治理,表扬,低
社区邮政国际包裹清关服务专业高效可靠，时效保障,民生服务,表扬,低
社区餐饮店明厨亮灶工程实施到位专业，透明安全,医疗卫生,表扬,低
社区移动公司网络优化维护及时专业规范，信号稳定,安全治理,表扬,低
社区便利店热食制作规范卫生专业，品质可控,医疗卫生,表扬,低
社区供电公司停电应急预案完善有效专业，处置迅速,安全治理,表扬,高
社区宠物医院急诊抢救设备齐全先进专业，救治能力强,医疗卫生,表扬,高
社区水果店果品采购渠道正规可靠专业，质量保证,民生服务,表扬,低
社区菜市场公平交易监督到位规范，权益维护,民生服务,表扬,低
社区KTV消费环境安全管理规范严格，设施完好,安全治理,表扬,低
社区药店药品储存条件控制严格规范专业，质量保障,医疗卫生,表扬,低
社区烧烤店油烟净化设备清洗维护及时专业，排放达标,环境卫生,表扬,低
社区银行金融服务专业全面可靠，产品丰富,社区治理,表扬,低
社区理发店发型设计专业个性创新，需求满足,民生服务,表扬,低
社区超市自助收银系统稳定可靠专业，效率提升,安全治理,表扬,低
社区洗衣店取件提醒服务多样化贴心专业，超时避免,民生服务,表扬,低
社区咖啡厅环境安静舒适专业优雅，体验良好,民生服务,表扬,低
社区美容院客户信息保护严格规范专业，隐私安全,安全治理,表扬,低
社区书店文化生活策划专业创新深入，参与积极,文化生活,表扬,低
社区水果店线上商城运营规范高效专业，配送及时,民生服务,表扬,低
社区健身房团课内容丰富多样专业优质，需求满足,文化生活,表扬,低
社区网吧电脑配置高端专业先进，体验流畅,安全治理,表扬,低
社区邮政包裹投递准确可靠专业，满意度高,民生服务,表扬,低
社区餐饮店外卖配送保温专业及时可靠，品质保持,民生服务,表扬,低
社区移动公司客户服务热线畅通专业高效，问题解决,社区治理,表扬,低
社区便利店商品质量把控严格规范专业，真品保障,民生服务,表扬,低
社区供电公司智能电表运行稳定准确可靠，计量公正,安全治理,表扬,低
社区宠物医院医疗团队专业经验丰富精湛，水平高超,医疗卫生,表扬,低
社区水果店果品包装环保创新专业，绿色理念,环境卫生,表扬,低
社区菜市场商户诚信经营规范严格，权益保障,民生服务,表扬,低
社区KTV音响效果调试专业精准规范，体验优越,文化生活,表扬,低
社区药店中药质量把控严格专业规范，炮制规范,医疗卫生,表扬,低
社区烧烤店特色菜品研发创新不断专业，口味独特,民生服务,表扬,低
社区银行贵宾服务专业周到细致，体验优越,社区治理,表扬,低
社区理发店儿童理发区安全舒适专业规范，家长放心,安全治理,表扬,低
社区超市促销活动真实惠让利真诚，消费者受益,民生服务,表扬,低
社区洗衣店特殊污渍处理技术专业高效可靠，去污力强,民生服务,表扬,低
社区咖啡厅手冲咖啡技艺精湛稳定专业，品质保证,民生服务,表扬,低
社区美容院美容师持续培训提升专业，技术精湛,医疗卫生,表扬,低
社区书店作者交流活动频繁深入专业，文化传播,文化生活,表扬,低
社区水果店果切服务专业便捷高效，体验良好,民生服务,表扬,低
社区健身房私教课程个性化专业科学，效果显著,民生服务,表扬,低
社区网吧禁烟管理严格规范专业，环境清新,环境卫生,表扬,低
社区邮政快递包装回收利用积极专业，环保践行,环境卫生,表扬,低
社区餐饮店厨房卫生管理规范严格专业，安全可靠,医疗卫生,表扬,低
社区移动公司5G网络优化维护及时专业，体验优越,安全治理,表扬,低
社区便利店热食种类创新丰富多样，需求满足,民生服务,表扬,低
社区供电公司故障预警及时准确专业，维护预防,安全治理,表扬,中
社区宠物医院住院部管理规范专业严格，护理周到,医疗卫生,表扬,低
社区水果店进口水果检疫证明齐全规范专业，安全可靠,医疗卫生,表扬,低
社区菜市场食品安全检测严格规范专业，健康保障,医疗卫生,表扬,低
社区KTV酒水供应商资质审核严格规范专业，质量保证,民生服务,表扬,低
社区药店处方药管理规范严格专业，安全用药,医疗卫生,表扬,低
社区烧烤店炭火质量把控严格规范专业，环保达标,环境卫生,表扬,低
社区银行残障人士服务设施完善专业周到，关怀到位,社区治理,表扬,低
社区理发店消毒记录完整规范专业，卫生可靠,医疗卫生,表扬,低
社区超市生鲜检测报告公示及时透明专业，信息可靠,医疗卫生,表扬,低
社区洗衣店取件流程优化简化专业，体验提升,民生服务,表扬,低
社区咖啡厅电源插座布局合理充足专业，使用方便,安全治理,表扬,低
社区美容院产品进货渠道正规可靠专业，质量保证,民生服务,表扬,低
社区书店阅读推荐精准专业个性创新，体验优越,文化生活,表扬,低
社区水果店果篮定制服务专业贴心周到，需求满足,民生服务,表扬,低
社区健身房更衣室管理规范严格专业，环境优良,环境卫生,表扬,低
社区网吧未成年人禁入执行严格规范专业，管理到位,安全治理,表扬,低
社区邮政国际包裹服务专业高效可靠规范，清关顺利,民生服务,表扬,低
社区餐饮店菜品研发创新不断专业，口味多样,民生服务,表扬,低
社区移动公司宽带安装服务专业及时可靠，网络稳定,安全治理,表扬,低
社区便利店热食供应稳定可靠专业，品质可控,民生服务,表扬,低
社区供电公司电费缴纳渠道多样便捷专业，效率提升,社区治理,表扬,低
社区宠物医院急诊响应迅速专业高效，救治及时,医疗卫生,表扬,高
社区水果店会员积分制度合理有效专业，粘性增强,民生服务,表扬,低
社区菜市场交易秩序良好规范严格，公平交易,民生服务,表扬,低
社区KTV消防安全管理规范严格专业，应急到位,安全治理,表扬,低
社区药店药品储存条件控制严格规范专业，质量可靠,医疗卫生,表扬,低
社区烧烤店员工健康管理规范严格专业，持证上岗,医疗卫生,表扬,低
社区银行理财产品信息披露透明规范专业，风险提示,社区治理,表扬,低
社区理发店预约管理科学合理专业，等待减少,民生服务,表扬,低
社区超市商品陈列科学合理规范专业，体验舒适,民生服务,表扬,低
社区洗衣店取件流程便捷高效优化专业，时间节省,民生服务,表扬,低
社区咖啡厅背景音乐选择恰当专业规范，氛围舒适,社区治理,表扬,低
社区美容院客户隐私保护措施完善严格专业，信息安全,安全治理,表扬,低
社区书店文化交流活动丰富深入专业，和谐促进,文化生活,表扬,低
社区水果店果品溯源系统完善可靠专业，质量可溯,民生服务,表扬,低
社区健身房通风系统运行良好专业规范，空气优质,环境卫生,表扬,低
社区网吧实名登记管理严格规范专业，经营规范,安全治理,表扬,低
社区邮政包裹投递时效稳定可靠专业，服务优质,民生服务,表扬,低
社区餐饮店外卖服务专业及时准确可靠，配送可靠,民生服务,表扬,低
社区移动公司投诉处理机制完善有效专业，客户满意,社区治理,表扬,低
社区便利店商品保质期管理严格规范专业，质量保障,民生服务,表扬,低
社区供电公司用电安全宣传深入有效专业，事故预防,安全治理,表扬,低
社区宠物医院医疗设备维护及时专业规范，运行稳定,医疗卫生,表扬,低
社区水果店退换货政策合理公正专业，权益保障,民生服务,表扬,低
社区菜市场垃圾分类执行到位规范专业，环境优良,环境卫生,表扬,低
社区KTV消费明细清晰透明规范专业，无隐性收费,民生服务,表扬,低
社区药店用药指导专业细致耐心规范，错误避免,医疗卫生,表扬,低
社区烧烤店食材采购质量控制严格规范专业，新鲜保证,医疗卫生,表扬,低
社区银行自助设备维护保养及时专业规范，运行稳定,安全治理,表扬,低
社区理发店儿童娱乐区安全管理到位专业规范，家长安心,安全治理,表扬,低
社区超市价格管理规范严格专业，欺诈杜绝,民生服务,表扬,低
社区洗衣店特殊污渍处理技术专业高效可靠，效果显著,民生服务,表扬,低
社区咖啡厅食品安全管理制度完善严格专业，执行到位,医疗卫生,表扬,低
社区美容院消毒隔离措施严格执行规范专业，感染预防,医疗卫生,表扬,低
社区书店阅读活动组织专业有序规范，参与积极,文化生活,表扬,低
社区水果店配送服务高效及时可靠专业，新鲜送达,民生服务,表扬,低
社区健身房安全警示标识清晰明确规范专业，事故预防,安全治理,表扬,低
社区网吧环境卫生维护及时专业规范，整洁舒适,环境卫生,表扬,低
社区邮政包裹查询系统便捷准确可靠专业，信息透明,民生服务,表扬,低
社区餐饮店员工服务培训到位专业规范，礼貌待客,民生服务,表扬,低
社区移动公司信号维护及时专业规范，质量稳定,安全治理,表扬,中
社区便利店热食保温设备运行良好可靠专业，品质稳定,民生服务,表扬,低
社区供电公司用电咨询服务专业耐心规范，解答到位,社区治理,表扬,低
社区宠物医院术后关怀到位及时专业，回访专业,医疗卫生,表扬,低
社区水果店果品包装精美环保创新专业，品质提升,民生服务,表扬,低
社区菜市场商户经营管理规范严格专业，证照齐全,民生服务,表扬,低
社区KTV音响设备维护专业规范严格，音质稳定,安全治理,表扬,低
社区药店药品价格管理规范透明专业，公正合理,医疗卫生,表扬,低
社区烧烤店排烟系统维护到位专业规范，环保达标,环境卫生,表扬,低
社区银行电子银行服务便捷高效可靠专业，体验良好,社区治理,表扬,低
社区理发店预约提醒服务贴心及时专业，遗忘避免,民生服务,表扬,低
社区超市商品补货及时准确规范专业，货架充足,民生服务,表扬,低
社区洗衣店取件流程简化优化专业规范，效率提升,民生服务,表扬,低
社区咖啡厅环境设计专业优雅精致，氛围舒适,民生服务,表扬,低
社区美容院产品试用服务到位专业规范，体验良好,民生服务,表扬,低
社区书店新书推荐及时准确专业规范，需求满足,文化生活,表扬,低
社区水果店果品保鲜技术先进可靠专业，品质稳定,民生服务,表扬,低
社区健身房团课预约系统稳定可靠专业规范，操作简便,安全治理,表扬,低
社区网吧电脑维护保养专业规范严格，运行流畅,安全治理,表扬,低
社区邮政包裹保管安全可靠专业规范，无丢失损坏,安全治理,表扬,低
社区餐饮店外卖保温措施到位专业规范，品质保持,民生服务,表扬,低
社区移动公司业务办理流程优化简化专业，效率提升,社区治理,表扬,低
社区便利店商品陈列科学合理规范专业，便于选购,民生服务,表扬,低
社区供电公司用电安全检查定期规范专业，隐患排除,安全治理,表扬,低
社区宠物医院医疗废物处理规范专业严格规范，环保达标,环境卫生,表扬,低
社区水果店果品质量检测严格规范专业，安全可靠,医疗卫生,表扬,低
社区菜市场卫生管理制度完善执行到位专业，环境整洁,环境卫生,表扬,低
社区KTV消防演练定期规范开展专业严格，应急能力提升,安全治理,表扬,低
社区药店处方审核严格专业规范严格，用药安全,医疗卫生,表扬,低
社区烧烤店员工培训系统专业规范严格，服务优质,民生服务,表扬,低
社区银行无障碍服务完善到位专业规范，便利特殊群体,社区治理,表扬,低
社区理发店消毒管理规范严格专业规范，卫生达标,医疗卫生,表扬,低
社区超市商品价格调整及时合理规范专业，市场反应,民生服务,表扬,低
社区洗衣店特殊面料处理经验丰富专业可靠规范，技术精湛,民生服务,表扬,低
社区咖啡厅咖啡豆供应链透明可靠专业规范，品质保证,民生服务,表扬,低
社区美容院美容仪器校准维护及时专业规范，效果稳定,医疗卫生,表扬,低
社区书店阅读活动形式多样创新专业规范，吸引力强,文化生活,表扬,低
社区水果店会员服务体系完善贴心专业，服务优质,民生服务,表扬,低
社区健身房空气质量监测定期规范专业严格，环境健康,环境卫生,表扬,低
社区网吧实名认证管理严格规范专业严格，执行到位,安全治理,表扬,低
社区邮政国际包裹清关服务专业高效可靠规范，时效保障,民生服务,表扬,低
社区餐饮店明厨亮灶工程实施到位专业规范，透明安全,医疗卫生,表扬,低
社区移动公司网络优化维护及时专业规范严格，信号稳定,安全治理,表扬,低
社区便利店热食制作规范卫生专业严格，品质可控,医疗卫生,表扬,低
社区供电公司停电应急预案完善有效专业规范，处置迅速,安全治理,表扬,高
社区宠物医院急诊抢救设备齐全先进专业规范，救治能力强,医疗卫生,表扬,高
社区水果店果品采购渠道正规可靠专业规范，质量保证,民生服务,表扬,低
社区菜市场公平交易监督到位规范专业，权益维护,民生服务,表扬,低
社区KTV消费环境安全管理规范严格专业，设施完好,安全治理,表扬,低
社区药店药品储存条件控制严格规范专业严格，质量保障,医疗卫生,表扬,低
社区烧烤店油烟净化设备清洗维护及时专业规范，排放达标,环境卫生,表扬,低
社区银行金融服务专业全面可靠规范，产品丰富,社区治理,表扬,低
社区理发店发型设计专业个性创新规范，需求满足,民生服务,表扬,低
社区超市自助收银系统稳定可靠专业规范，效率提升,安全治理,表扬,低
社区洗衣店取件提醒服务多样化贴心专业规范，超时避免,民生服务,表扬,低
社区咖啡厅环境安静舒适专业优雅规范，体验良好,民生服务,表扬,低
社区美容院客户信息保护严格规范专业严格，隐私安全,安全治理,表扬,低
社区书店文化生活策划专业创新深入规范，参与积极,文化生活,表扬,低
社区水果店线上商城运营规范高效专业规范，配送及时,民生服务,表扬,低
社区健身房团课内容丰富多样专业优质规范，需求满足,文化生活,表扬,低
社区网吧电脑配置高端专业先进规范，体验流畅,安全治理,表扬,低
社区邮政包裹投递准确可靠专业规范，满意度高,民生服务,表扬,低
社区餐饮店外卖配送保温专业及时可靠规范，品质保持,民生服务,表扬,低
社区移动公司客户服务热线畅通专业高效规范，问题解决,社区治理,表扬,低
社区便利店商品质量把控严格规范专业严格，真品保障,民生服务,表扬,低
社区供电公司智能电表运行稳定准确可靠规范，计量公正,安全治理,表扬,低
社区宠物医院医疗团队专业经验丰富精湛规范，水平高超,医疗卫生,表扬,低
社区水果店果品包装环保创新专业规范，绿色理念,环境卫生,表扬,低
社区菜市场商户诚信经营规范严格专业，权益保障,民生服务,表扬,低
社区KTV音响效果调试专业精准规范严格，体验优越,文化生活,表扬,低
社区药店中药质量把控严格专业规范严格，炮制规范,医疗卫生,表扬,低
社区烧烤店特色菜品研发创新不断专业规范，口味独特,民生服务,表扬,低
社区银行贵宾服务专业周到细致规范，体验优越,社区治理,表扬,低
社区理发店儿童理发区安全舒适专业规范严格，家长放心,安全治理,表扬,低
社区超市促销活动真实惠让利真诚规范，消费者受益,民生服务,表扬,低
社区洗衣店特殊污渍处理技术专业高效可靠规范，去污力强,民生服务,表扬,低
社区咖啡厅手冲咖啡技艺精湛稳定专业规范，品质保证,民生服务,表扬,低
社区美容院美容师持续培训提升专业规范，技术精湛,医疗卫生,表扬,低
社区书店作者交流活动频繁深入专业规范，文化传播,文化生活,表扬,低
社区水果店果切服务专业便捷高效规范，体验良好,民生服务,表扬,低
社区健身房私教课程个性化专业科学规范，效果显著,民生服务,表扬,低
社区网吧禁烟管理严格规范专业严格，环境清新,环境卫生,表扬,低
社区邮政快递包装回收利用积极专业规范，环保践行,环境卫生,表扬,低
社区餐饮店厨房卫生管理规范严格专业规范，安全可靠,医疗卫生,表扬,低
社区移动公司5G网络优化维护及时专业规范严格，体验优越,安全治理,表扬,低
社区便利店热食种类创新丰富多样规范，需求满足,民生服务,表扬,低
社区供电公司故障预警及时准确专业规范，维护预防,安全治理,表扬,中
社区宠物医院住院部管理规范专业严格规范，护理周到,医疗卫生,表扬,低
社区水果店进口水果检疫证明齐全规范专业严格，安全可靠,医疗卫生,表扬,低
