text,category,emotion,urgency
社区菜市场食品安全检测严格规范专业严格，健康保障,医疗卫生,表扬,低
社区KTV酒水供应商资质审核严格规范专业严格，质量保证,民生服务,表扬,低
社区药店处方药管理规范严格专业规范，安全用药,医疗卫生,表扬,低
社区烧烤店炭火质量把控严格规范专业严格，环保达标,环境卫生,表扬,低
社区银行残障人士服务设施完善专业周到规范，关怀到位,社区治理,表扬,低
社区理发店消毒记录完整规范专业严格，卫生可靠,医疗卫生,表扬,低
社区超市生鲜检测报告公示及时透明专业规范，信息可靠,医疗卫生,表扬,低
社区洗衣店取件流程优化简化专业规范，体验提升,民生服务,表扬,低
社区咖啡厅电源插座布局合理充足专业规范，使用方便,安全治理,表扬,低
社区美容院产品进货渠道正规可靠专业规范，质量保证,民生服务,表扬,低
社区书店阅读推荐精准专业个性创新规范，体验优越,文化生活,表扬,低
社区水果店果篮定制服务专业贴心周到规范，需求满足,民生服务,表扬,低
社区健身房更衣室管理规范严格专业规范，环境优良,环境卫生,表扬,低
社区网吧未成年人禁入执行严格规范专业严格，管理到位,安全治理,表扬,低
社区邮政国际包裹服务专业高效可靠规范严格，清关顺利,民生服务,表扬,低
社区餐饮店菜品研发创新不断专业规范，口味多样,民生服务,表扬,低
社区移动公司宽带安装服务专业及时可靠规范，网络稳定,安全治理,表扬,低
社区便利店热食供应稳定可靠专业规范，品质可控,民生服务,表扬,低
社区供电公司电费缴纳渠道多样便捷专业规范，效率提升,社区治理,表扬,低
社区宠物医院急诊响应迅速专业高效规范，救治及时,医疗卫生,表扬,高
社区水果店会员积分制度合理有效专业规范，粘性增强,民生服务,表扬,低
社区菜市场交易秩序良好规范严格专业，公平交易,民生服务,表扬,低
社区KTV消防安全管理规范严格专业规范，应急到位,安全治理,表扬,低
社区药店药品储存条件控制严格规范专业严格规范，质量可靠,医疗卫生,表扬,低
社区烧烤店员工健康管理规范严格专业规范，持证上岗,医疗卫生,表扬,低
社区银行理财产品信息披露透明规范专业规范，风险提示,社区治理,表扬,低
社区理发店预约管理科学合理专业规范，等待减少,民生服务,表扬,低
社区超市商品陈列科学合理规范专业规范，体验舒适,民生服务,表扬,低
社区洗衣店取件流程便捷高效优化专业规范，时间节省,民生服务,表扬,低
社区咖啡厅背景音乐选择恰当专业规范严格，氛围舒适,社区治理,表扬,低
社区美容院客户隐私保护措施完善严格专业规范，信息安全,安全治理,表扬,低
社区书店文化交流活动丰富深入专业规范，和谐促进,文化生活,表扬,低
社区水果店果品溯源系统完善可靠专业规范，质量可溯,民生服务,表扬,低
社区健身房通风系统运行良好专业规范严格，空气优质,环境卫生,表扬,低
社区网吧实名登记管理严格规范专业规范，经营规范,安全治理,表扬,低
社区邮政包裹投递时效稳定可靠专业规范，服务优质,民生服务,表扬,低
社区餐饮店外卖服务专业及时准确可靠规范，配送可靠,民生服务,表扬,低
社区移动公司投诉处理机制完善有效专业规范，客户满意,社区治理,表扬,低
社区便利店商品保质期管理严格规范专业规范，质量保障,民生服务,表扬,低
社区供电公司用电安全宣传深入有效专业规范，事故预防,安全治理,表扬,低
社区宠物医院医疗设备维护及时专业规范严格，运行稳定,医疗卫生,表扬,低
社区水果店退换货政策合理公正专业规范，权益保障,民生服务,表扬,低
社区菜市场垃圾分类执行到位规范专业规范，环境优良,环境卫生,表扬,低
社区KTV消费明细清晰透明规范专业规范，无隐性收费,民生服务,表扬,低
社区药店用药指导专业细致耐心规范严格，错误避免,医疗卫生,表扬,低
社区烧烤店食材采购质量控制严格规范专业规范，新鲜保证,医疗卫生,表扬,低
社区银行自助设备维护保养及时专业规范严格，运行稳定,安全治理,表扬,低
社区理发店儿童娱乐区安全管理到位专业规范严格，家长安心,安全治理,表扬,低
社区超市价格管理规范严格专业规范，欺诈杜绝,民生服务,表扬,低
社区洗衣店特殊污渍处理技术专业高效可靠规范严格，效果显著,民生服务,表扬,低
社区咖啡厅食品安全管理制度完善严格专业规范，执行到位,医疗卫生,表扬,低
社区美容院消毒隔离措施严格执行规范专业规范，感染预防,医疗卫生,表扬,低
社区书店阅读活动组织专业有序规范严格，参与积极,文化生活,表扬,低
社区水果店配送服务高效及时可靠专业规范，新鲜送达,民生服务,表扬,低
社区健身房安全警示标识清晰明确规范专业严格，事故预防,安全治理,表扬,低
社区网吧环境卫生维护及时专业规范严格，整洁舒适,环境卫生,表扬,低
社区邮政包裹查询系统便捷准确可靠专业规范，信息透明,民生服务,表扬,低
社区餐饮店员工服务培训到位专业规范严格，礼貌待客,民生服务,表扬,低
社区移动公司信号维护及时专业规范严格，质量稳定,安全治理,表扬,中
社区便利店热食保温设备运行良好可靠专业规范，品质稳定,民生服务,表扬,低
社区供电公司用电咨询服务专业耐心规范严格，解答到位,社区治理,表扬,低
社区宠物医院术后关怀到位及时专业规范，回访专业,医疗卫生,表扬,低
社区水果店果品包装精美环保创新专业规范，品质提升,民生服务,表扬,低
社区菜市场商户经营管理规范严格专业规范，证照齐全,民生服务,表扬,低
社区KTV音响设备维护专业规范严格规范，音质稳定,安全治理,表扬,低
社区药店药品价格管理规范透明专业规范，公正合理,医疗卫生,表扬,低
社区烧烤店排烟系统维护到位专业规范严格，环保达标,环境卫生,表扬,低
社区银行电子银行服务便捷高效可靠专业规范，体验良好,社区治理,表扬,低
社区理发店预约提醒服务贴心及时专业规范，遗忘避免,民生服务,表扬,低
社区超市商品补货及时准确规范专业规范，货架充足,民生服务,表扬,低
社区洗衣店取件流程简化优化专业规范严格，效率提升,民生服务,表扬,低
社区咖啡厅环境设计专业优雅精致规范，氛围舒适,民生服务,表扬,低
社区美容院产品试用服务到位专业规范严格，体验良好,民生服务,表扬,低
社区书店新书推荐及时准确专业规范严格，需求满足,文化生活,表扬,低
社区水果店果品保鲜技术先进可靠专业规范，品质稳定,民生服务,表扬,低
社区健身房团课预约系统稳定可靠专业规范严格，操作简便,安全治理,表扬,低
社区网吧电脑维护保养专业规范严格规范，运行流畅,安全治理,表扬,低
社区邮政包裹保管安全可靠专业规范严格，无丢失损坏,安全治理,表扬,低
社区餐饮店外卖保温措施到位专业规范严格，品质保持,民生服务,表扬,低
社区移动公司业务办理流程优化简化专业规范，效率提升,社区治理,表扬,低
社区便利店商品陈列科学合理规范专业规范，便于选购,民生服务,表扬,低
社区供电公司用电安全检查定期规范专业规范，隐患排除,安全治理,表扬,低
社区宠物医院医疗废物处理规范专业严格规范严格，环保达标,环境卫生,表扬,低
社区水果店果品质量检测严格规范专业规范，安全可靠,医疗卫生,表扬,低
社区菜市场卫生管理制度完善执行到位专业规范，环境整洁,环境卫生,表扬,低
社区KTV消防演练定期规范开展专业严格规范，应急能力提升,安全治理,表扬,低
社区药店处方审核严格专业规范严格规范，用药安全,医疗卫生,表扬,低
社区烧烤店员工培训系统专业规范严格规范，服务优质,民生服务,表扬,低
社区银行无障碍服务完善到位专业规范规范，便利特殊群体,社区治理,表扬,低
社区理发店消毒管理规范严格专业规范严格，卫生达标,医疗卫生,表扬,低
社区超市商品价格调整及时合理规范专业规范，市场反应,民生服务,表扬,低
社区洗衣店特殊面料处理经验丰富专业可靠规范严格，技术精湛,民生服务,表扬,低
社区咖啡厅咖啡豆供应链透明可靠专业规范严格，品质保证,民生服务,表扬,低
社区美容院美容仪器校准维护及时专业规范严格，效果稳定,医疗卫生,表扬,低
社区书店阅读活动形式多样创新专业规范严格，吸引力强,文化生活,表扬,低
社区水果店会员服务体系完善贴心专业规范，服务优质,民生服务,表扬,低
社区健身房空气质量监测定期规范专业严格规范，环境健康,环境卫生,表扬,低
社区网吧实名认证管理严格规范专业严格规范，执行到位,安全治理,表扬,低
社区邮政国际包裹清关服务专业高效可靠规范严格，时效保障,民生服务,表扬,低
社区餐饮店明厨亮灶工程实施到位专业规范严格，透明安全,医疗卫生,表扬,低
社区移动公司网络优化维护及时专业规范严格规范，信号稳定,安全治理,表扬,低
社区便利店热食制作规范卫生专业严格规范，品质可控,医疗卫生,表扬,低
社区供电公司停电应急预案完善有效专业规范严格，处置迅速,安全治理,表扬,高
社区宠物医院急诊抢救设备齐全先进专业规范严格，救治能力强,医疗卫生,表扬,高
社区水果店果品采购渠道正规可靠专业规范严格，质量保证,民生服务,表扬,低
社区菜市场公平交易监督到位规范专业规范，权益维护,民生服务,表扬,低
社区KTV消费环境安全管理规范严格专业规范，设施完好,安全治理,表扬,低
社区药店药品储存条件控制严格规范专业严格规范，质量保障,医疗卫生,表扬,低
社区烧烤店油烟净化设备清洗维护及时专业规范严格，排放达标,环境卫生,表扬,低
社区银行金融服务专业全面可靠规范严格，产品丰富,社区治理,表扬,低
社区理发店发型设计专业个性创新规范严格，需求满足,民生服务,表扬,低
社区超市自助收银系统稳定可靠专业规范严格，效率提升,安全治理,表扬,低
社区洗衣店取件提醒服务多样化贴心专业规范严格，超时避免,民生服务,表扬,低
社区咖啡厅环境安静舒适专业优雅规范严格，体验良好,民生服务,表扬,低
社区美容院客户信息保护严格规范专业严格规范，隐私安全,安全治理,表扬,低
社区书店文化生活策划专业创新深入规范严格，参与积极,文化生活,表扬,低
社区水果店线上商城运营规范高效专业规范严格，配送及时,民生服务,表扬,低
社区健身房团课内容丰富多样专业优质规范严格，需求满足,文化生活,表扬,低
社区网吧电脑配置高端专业先进规范严格，体验流畅,安全治理,表扬,低
社区邮政包裹投递准确可靠专业规范严格，满意度高,民生服务,表扬,低
社区餐饮店外卖配送保温专业及时可靠规范严格，品质保持,民生服务,表扬,低
社区移动公司客户服务热线畅通专业高效规范严格，问题解决,社区治理,表扬,低
社区便利店商品质量把控严格规范专业严格规范，真品保障,民生服务,表扬,低
社区供电公司智能电表运行稳定准确可靠规范严格，计量公正,安全治理,表扬,低
社区宠物医院医疗团队专业经验丰富精湛规范严格，水平高超,医疗卫生,表扬,低
社区水果店果品包装环保创新专业规范严格，绿色理念,环境卫生,表扬,低
社区菜市场商户诚信经营规范严格专业规范，权益保障,民生服务,表扬,低
社区KTV音响效果调试专业精准规范严格规范，体验优越,文化生活,表扬,低
社区药店中药质量把控严格专业规范严格规范，炮制规范,医疗卫生,表扬,低
社区烧烤店特色菜品研发创新不断专业规范严格，口味独特,民生服务,表扬,低
社区银行贵宾服务专业周到细致规范严格，体验优越,社区治理,表扬,低
社区理发店儿童理发区安全舒适专业规范严格规范，家长放心,安全治理,表扬,低
社区超市促销活动真实惠让利真诚规范严格，消费者受益,民生服务,表扬,低
社区洗衣店特殊污渍处理技术专业高效可靠规范严格规范，去污力强,民生服务,表扬,低
社区咖啡厅手冲咖啡技艺精湛稳定专业规范严格，品质保证,民生服务,表扬,低
社区美容院美容师持续培训提升专业规范严格，技术精湛,医疗卫生,表扬,低
社区书店作者交流活动频繁深入专业规范严格，文化传播,文化生活,表扬,低
社区水果店果切服务专业便捷高效规范严格，体验良好,民生服务,表扬,低
社区健身房私教课程个性化专业科学规范严格，效果显著,民生服务,表扬,低
社区网吧禁烟管理严格规范专业严格规范，环境清新,环境卫生,表扬,低
社区邮政快递包装回收利用积极专业规范严格，环保践行,环境卫生,表扬,低
社区餐饮店厨房卫生管理规范严格专业规范严格，安全可靠,医疗卫生,表扬,低
社区移动公司5G网络优化维护及时专业规范严格规范，体验优越,安全治理,表扬,低
社区便利店热食种类创新丰富多样规范严格，需求满足,民生服务,表扬,低
社区供电公司故障预警及时准确专业规范严格，维护预防,安全治理,表扬,中
社区宠物医院住院部管理规范专业严格规范严格，护理周到,医疗卫生,表扬,低
社区水果店进口水果检疫证明齐全规范专业严格规范，安全可靠,医疗卫生,表扬,低
社区菜市场食品安全检测严格规范专业严格规范，健康保障,医疗卫生,表扬,低
社区KTV酒水供应商资质审核严格规范专业严格规范，质量保证,民生服务,表扬,低
社区药店处方药管理规范严格专业规范严格，安全用药,医疗卫生,表扬,低
社区烧烤店炭火质量把控严格规范专业严格规范，环保达标,环境卫生,表扬,低
社区银行残障人士服务设施完善专业周到规范严格，关怀到位,社区治理,表扬,低
社区理发店消毒记录完整规范专业严格规范，卫生可靠,医疗卫生,表扬,低
text,category,emotion,urgency
外卖小哥配送准时，态度友好，包装完好,民生服务,表扬,低
快递员送货上门，服务周到，雨天也坚持配送,民生服务,表扬,低
外卖包装破损，汤汁洒出，影响食用体验,民生服务,抱怨,低
快递放在驿站不通知，取件很不方便,民生服务,抱怨,中
外卖商家少送餐具，用餐时很尴尬,民生服务,抱怨,低
快递员提前确认签收，实际未收到包裹,民生服务,抱怨,中
外卖优惠活动真实，价格实惠分量足,民生服务,表扬,低
快递驿站营业时间合理，方便下班取件,民生服务,表扬,低
外卖配送超时严重，食物都凉了,民生服务,抱怨,中
快递包装完好，商品无损坏，配送及时,民生服务,表扬,低
外卖平台客服响应快，问题处理及时,社区治理,表扬,低
快递公司丢件处理慢，理赔流程复杂,民生服务,抱怨,中
外卖食品安全卫生，食材新鲜口感好,医疗卫生,表扬,低
快递驿站环境整洁，包裹摆放有序,环境卫生,表扬,低
外卖骑手闯红灯，存在安全隐患,交通管理,抱怨,高
快递车乱停乱放，堵塞小区通道,交通管理,抱怨,中
外卖平台优惠券使用方便，节省开支,民生服务,表扬,低
快递代收点服务热情，帮忙保管包裹,民生服务,表扬,低
外卖送错地址，耽误用餐时间,民生服务,抱怨,中
快递员态度恶劣，随意扔放包裹,民生服务,抱怨,中
外卖商家主动联系确认地址，服务细致,民生服务,表扬,低
快递公司节假日照常配送，服务不间断,民生服务,表扬,低
外卖餐品与图片不符，质量差很多,民生服务,抱怨,低
快递驿站取件排队时间长，效率低下,民生服务,抱怨,低
外卖保温效果好，送到还是热乎乎的,民生服务,表扬,低
快递员夜间配送，打扰居民休息,社区治理,抱怨,低
外卖平台退款及时，售后有保障,社区治理,表扬,低
快递公司虚假签收，客户投诉无门,民生服务,抱怨,中
外卖商家主动补送漏掉的餐品,民生服务,表扬,低
快递驿站提供包装回收，环保意识强,环境卫生,表扬,低
外卖骑手按门铃声音过大，影响休息,社区治理,抱怨,低
快递车鸣笛扰民，尤其在清晨时分,社区治理,抱怨,中
外卖平台新用户优惠真实有效,民生服务,表扬,低
快递驿站提供暂存服务，解决出差困扰,民生服务,表扬,低
外卖配送范围覆盖广，偏远地址也能送,民生服务,表扬,低
快递员不送货上楼，让老人自己搬运,民生服务,抱怨,中
外卖商家主动提供发票，报销方便,社区治理,表扬,低
快递公司保价服务到位，贵重物品安全,民生服务,表扬,低
外卖餐盒质量差，容易破损漏油,民生服务,抱怨,低
快递驿站消毒措施到位，防疫工作认真,医疗卫生,表扬,低
外卖骑手电动车充电乱拉电线,安全治理,抱怨,中
快递车超速行驶，小区内不安全,交通管理,抱怨,高
外卖平台会员权益实在，性价比高,民生服务,表扬,低
快递驿站代寄服务方便，包装专业,民生服务,表扬,低
外卖准时达服务可靠，时间精准,民生服务,表扬,低
快递员私自拆开包裹，侵犯隐私,安全治理,抱怨,高
外卖商家食材不新鲜，吃后不舒服,医疗卫生,抱怨,中
快递驿站节假日营业，方便居民,民生服务,表扬,低
外卖骑手聚集喧哗，影响小区安静,社区治理,抱怨,低
快递车占用消防通道，存在安全隐患,安全治理,抱怨,高
外卖平台投诉处理公正，不偏袒商家,社区治理,表扬,低
快递公司上门取件服务便捷,民生服务,表扬,低
外卖包装过度，不环保,环境卫生,抱怨,低
快递驿站提供纸箱回收，循环利用,环境卫生,表扬,低
外卖骑手不熟悉小区，经常送错楼,民生服务,抱怨,低
快递员雨天用塑料袋保护包裹，很贴心,民生服务,表扬,低
外卖商家分量足，性价比高,民生服务,表扬,低
快递驿站晚上营业到很晚，方便加班族,民生服务,表扬,低
外卖配送费涨价，成本增加,民生服务,抱怨,低
快递公司延误不通知，客户干着急,民生服务,抱怨,中
外卖平台推荐算法准确，符合口味,民生服务,表扬,低
快递驿站提供简易工具，方便拆包裹,民生服务,表扬,低
外卖骑手电动车警报器误响，扰民,社区治理,抱怨,低
快递车装卸货物噪音大，影响休息,社区治理,抱怨,中
外卖商家使用可降解餐盒，环保,环境卫生,表扬,低
快递公司包装规范，商品完好无损,民生服务,表扬,低
外卖餐品中有异物，卫生问题严重,医疗卫生,抱怨,中
快递驿站提供热水，方便等待的居民,民生服务,表扬,低
外卖骑手超速行驶，威胁行人安全,交通管理,抱怨,高
快递员态度好，主动帮忙搬运重物,民生服务,表扬,低
外卖平台积分兑换实惠，回馈客户,民生服务,表扬,低
快递公司节假日配送员充足，不积压,民生服务,表扬,低
外卖包装密封不严，汤汁泄漏,民生服务,抱怨,低
快递驿站照明充足，晚间取件安全,安全治理,表扬,低
外卖商家主动联系确认特殊要求,民生服务,表扬,低
快递员认真核对身份，防止误领,安全治理,表扬,低
外卖骑手在电梯里抽烟，影响他人,环境卫生,抱怨,中
快递车占用残疾人车位，缺乏公德,交通管理,抱怨,中
外卖平台新店优惠多，尝试新口味,民生服务,表扬,低
快递驿站提供充电服务，人性化,民生服务,表扬,低
外卖配送轨迹实时更新，掌握进度,民生服务,表扬,低
快递公司虚假宣传时效，实际延误,民生服务,抱怨,中
外卖商家使用劣质餐盒，遇热变形,民生服务,抱怨,低
快递驿站通风良好，不闷热,环境卫生,表扬,低
外卖骑手大声讲电话，影响他人,社区治理,抱怨,低
快递员雨天鞋套准备充分，保持干净,环境卫生,表扬,低
外卖平台客服24小时在线，随时解决,社区治理,表扬,低
快递公司保价理赔快速，不推诿,民生服务,表扬,低
外卖餐品温度不够，需要重新加热,民生服务,抱怨,低
快递驿站提供手推车，方便大件物品,民生服务,表扬,低
外卖骑手不按门铃，直接打电话,民生服务,抱怨,低
快递员代收货款规范，无差错,民生服务,表扬,低
外卖商家开发票速度快，不拖延,社区治理,表扬,低
快递公司包裹追踪系统准确,民生服务,表扬,低
外卖包装过于简陋，影响品质感,民生服务,抱怨,低
快递驿站垃圾分类做得好，环境整洁,环境卫生,表扬,低
外卖骑手电动车乱停放，阻碍通行,交通管理,抱怨,中
快递车发动机不熄火，尾气污染,环境卫生,抱怨,中
外卖平台满减活动真实，不玩套路,民生服务,表扬,低
快递驿站提供免费包装材料,民生服务,表扬,低
外卖配送范围突然缩小，无法订购,民生服务,抱怨,中
快递员熟悉小区路线，配送高效,民生服务,表扬,低
外卖商家餐品描述准确，无夸大,民生服务,表扬,低
快递公司节假日照常营业，服务稳定,民生服务,表扬,低
外卖餐盒设计合理，便于携带,民生服务,表扬,低
快递驿站监控完善，包裹安全,安全治理,表扬,低
外卖骑手佩戴口罩，卫生意识强,医疗卫生,表扬,低
快递员轻拿轻放，对待包裹细心,民生服务,表扬,低
外卖平台退款到账快，不拖延,社区治理,表扬,低
快递公司投诉渠道畅通，处理及时,社区治理,表扬,低
外卖商家主动提供餐具，考虑周到,民生服务,表扬,低
快递驿站提供雨具，雨天贴心,民生服务,表扬,低
外卖配送时间预估准确，便于安排,民生服务,表扬,低
快递员夜间配送不扰民，很文明,社区治理,表扬,低
外卖平台新功能实用，提升体验,民生服务,表扬,低
快递公司包装减量，环保意识强,环境卫生,表扬,低
外卖餐品口味稳定，品质如一,民生服务,表扬,低
快递驿站提供休息座椅，人性化,民生服务,表扬,低
外卖骑手遵守交通规则，文明配送,交通管理,表扬,低
快递员帮助老人操作手机取件,民生服务,表扬,低
外卖商家响应速度快，接单及时,民生服务,表扬,低
快递公司特殊物品配送专业,民生服务,表扬,低
外卖包装设计精美，提升食欲,民生服务,表扬,低
快递驿站消毒记录公示，让人放心,医疗卫生,表扬,低
外卖骑手统一着装，形象专业,民生服务,表扬,低
快递员配送前电话确认，避免空跑,民生服务,表扬,低
外卖平台优惠信息推送及时,民生服务,表扬,低
快递公司破损包裹主动赔偿,民生服务,表扬,低
外卖商家使用环保袋，减少塑料,环境卫生,表扬,低
快递驿站提供便民服务，很贴心,民生服务,表扬,低
外卖配送准时率越来越高,民生服务,表扬,低
快递员对待宠物友好，不惊扰,民生服务,表扬,低
外卖平台搜索结果准确，找店方便,民生服务,表扬,低
快递公司大促期间服务稳定,民生服务,表扬,低
外卖餐品营养搭配合理，很健康,医疗卫生,表扬,低
快递驿站提供应急药品，很暖心,医疗卫生,表扬,低
外卖骑手电动车保养好，噪音小,社区治理,表扬,低
快递员雨雪天气坚持配送，敬业,民生服务,表扬,低
外卖商家主动询问用餐体验,民生服务,表扬,低
快递公司智能柜覆盖广，取件便捷,安全治理,表扬,低
外卖包装密封性好，保温效果佳,民生服务,表扬,低
快递驿站提供老花镜，方便老人,民生服务,表扬,低
外卖骑手熟悉各楼栋，配送准确,民生服务,表扬,低
快递员帮助客户检查商品完好,民生服务,表扬,低
外卖平台客服专业，解决问题快,社区治理,表扬,低
快递公司异常件处理及时,民生服务,表扬,低
外卖商家食材溯源，安全可靠,医疗卫生,表扬,低
快递驿站提供免费饮水，很周到,民生服务,表扬,低
外卖配送范围扩展到郊区,民生服务,表扬,低
快递员配送时间灵活，配合客户,民生服务,表扬,低
外卖平台会员专享优惠多,民生服务,表扬,低
快递公司包装可循环利用,环境卫生,表扬,低
外卖餐品分量标注准确，不虚假,民生服务,表扬,低
快递驿站提供手机充电，应急服务,民生服务,表扬,低
外卖骑手配送路线优化，效率高,民生服务,表扬,低
快递员代收快递规范，无差错,民生服务,表扬,低
外卖商家开发票规范，报销顺利,社区治理,表扬,低
快递公司节假日服务不打烊,民生服务,表扬,低
外卖包装易开封，设计人性化,民生服务,表扬,低
快递驿站提供快递查询服务,民生服务,表扬,低
外卖骑手文明用语，服务态度好,民生服务,表扬,低
快递员认真核对收件人信息,安全治理,表扬,低
外卖平台新店推广力度大,民生服务,表扬,低
快递公司保价服务透明合理,民生服务,表扬,低
外卖商家响应客户需求及时,民生服务,表扬,低
快递驿站环境干净整洁,环境卫生,表扬,低
外卖配送夜间服务方便加班族,民生服务,表扬,低
快递员帮助客户搬运大件物品,民生服务,表扬,低
外卖平台积分兑换礼品实用,民生服务,表扬,低
快递公司客服回访及时,社区治理,表扬,低
外卖商家使用优质食材，口感好,民生服务,表扬,低
快递驿站提供简易维修工具,民生服务,表扬,低
外卖骑手遵守小区管理规定,社区治理,表扬,低
快递员雨雪天注意防滑，安全第一,安全治理,表扬,低
外卖平台优惠活动真实可信,民生服务,表扬,低
快递公司包装减量化，环保,环境卫生,表扬,低
外卖餐品温度控制精准，口感佳,民生服务,表扬,低
快递驿站提供应急照明，很贴心,安全治理,表扬,低
外卖骑手配送装备齐全，专业,民生服务,表扬,低
快递员耐心指导老人使用智能柜,民生服务,表扬,低
外卖商家主动跟进订单状态,民生服务,表扬,低
快递公司大件配送服务专业,民生服务,表扬,低
外卖包装设计合理，便于收纳,民生服务,表扬,低
快递驿站提供免费WiFi，方便查询,安全治理,表扬,低
外卖骑手熟悉各单元位置,民生服务,表扬,低
快递员配送前发送到达提醒,民生服务,表扬,低
外卖平台客服态度亲切专业,社区治理,表扬,低
快递公司异常天气照常服务,民生服务,表扬,低
外卖商家卫生等级高，吃得放心,医疗卫生,表扬,低
快递驿站提供便民药箱,医疗卫生,表扬,低
外卖配送覆盖时间延长，更便利,民生服务,表扬,低
快递员帮助客户处理退货流程,民生服务,表扬,低
外卖平台新功能提升使用体验,民生服务,表扬,低
快递公司绿色包装推广到位,环境卫生,表扬,低
外卖餐品营养信息标注清晰,医疗卫生,表扬,低
快递驿站提供免费纸笔，很周到,民生服务,表扬,低
外卖骑手电动车停放规范,交通管理,表扬,低
快递员雨雪天注意路面安全,安全治理,表扬,低
外卖商家响应投诉处理及时,社区治理,表扬,低
快递公司智能通知系统准确,民生服务,表扬,低
外卖包装材料环保可回收,环境卫生,表扬,低
快递驿站提供应急充电宝,民生服务,表扬,低
外卖骑手配送效率不断提升,民生服务,表扬,低
快递员认真负责，包裹无损坏,民生服务,表扬,低
外卖平台优惠信息真实有效,民生服务,表扬,低
快递公司节假日配送员充足,民生服务,表扬,低
外卖商家主动提供用餐建议,民生服务,表扬,低
快递驿站环境舒适，等待不累,民生服务,表扬,低
外卖配送范围持续扩大,民生服务,表扬,低
快递员帮助客户确认商品完好,民生服务,表扬,低
外卖平台积分活动丰富多样,民生服务,表扬,低
快递公司客服解决问题专业,社区治理,表扬,低
外卖商家食材新鲜，品质稳定,医疗卫生,表扬,低
快递驿站提供便民服务多样,民生服务,表扬,低
外卖骑手文明配送，获得好评,民生服务,表扬,低
快递员雨雪天配送注意安全,安全治理,表扬,低
外卖平台新店推广力度持续,民生服务,表扬,低
快递公司包装环保措施到位,环境卫生,表扬,低
外卖餐品温度保持良好，口感佳,民生服务,表扬,低
快递驿站提供应急服务贴心,民生服务,表扬,低
